mjd,ra_deg,dec_deg,ra_sigma_arcsec,dec_sigma_arcsec,mag,mag_sigma,exposure_mjd_start,exposure_mjd_mid,filter,obscode,exposure_id,exposure_duration,observation_id,healpix_id,pred_ra_deg,pred_dec_deg,pred_vra_degpday,pred_vdec_degpday,delta_ra_arcsec,delta_dec_arcsec,distance_arcsec,dataset_id
59839.19104171126,308.6401932,26.0133075,,,19.222570419311523,0.11338930577039719,59839.19086810015,59839.19104171126,g,I41,ztf_exp_59839.19104,30.0,2085190862115015005,3456829565,308.64018781939035,26.01335682941937,1.961466480739225,1.4593057948084542,0.019370194740986335,-0.17758590972789534,0.17843707070899856,ztf
59841.19069441129,312.286736,28.4187728,,,19.429107666015625,0.12185095995664597,59841.190520800184,59841.19069441129,g,I41,ztf_exp_59841.19069,30.0,2087190525115015013,3460551066,312.2868164097531,28.41882670787002,1.4906901083055195,0.9892842924678629,-0.28947511109436164,-0.19406833207966656,0.32012370403545787,ztf
59841.26827551099,312.4020737,28.494168,,,19.348466873168945,0.14007338881492615,59841.268101899885,59841.26827551099,g,I41,ztf_exp_59841.26828,30.0,2087268105115015024,3460705260,312.402111181401,28.494171913009342,1.486500875641322,0.9541897117782553,-0.13493304347775847,-0.014086833638771168,0.11942176103301969,ztf
59842.21258101101,313.8196251,29.3384849,,,18.9113712310791,0.08051717281341553,59842.2124073999,59842.21258101101,r,I41,ztf_exp_59842.21258,30.0,2088212405715015033,3461454703,313.8196701638514,29.338497520117684,1.315095822638607,0.8167353617599626,-0.16222986510001647,-0.045432423659974575,0.14854082164336765,ztf
59842.28679401102,313.9171508,29.3979314,,,19.738903045654297,0.17232413589954376,59842.286620399915,59842.28679401102,g,I41,ztf_exp_59842.28679,30.0,2088286625715015015,3461466515,313.91722534006254,29.397979360207245,1.318155497317501,0.7874452562717159,-0.2683442251509405,-0.1726567460778483,0.29063390594891436,ztf
59844.288449110936,316.4400893,30.767213,,,19.23493766784668,0.08873013406991959,59844.28827549983,59844.288449110936,r,I41,ztf_exp_59844.28845,30.0,2090288270115015017,3450799338,316.4401234526663,30.767216489461042,1.0603978558499363,0.5553487382082997,-0.12294959858536458,-0.012562059744425369,0.10638902709883709,ztf
59847.21812501131,319.3630698,32.1102163,,,19.51064109802246,0.11675852537155151,59847.217951400205,59847.21812501131,r,I41,ztf_exp_59847.21813,30.0,2093217953115015007,3454117709,319.3630945188308,32.11018656947321,0.803907840428835,0.3567079480306136,-0.08898779083210684,0.10702989644642003,0.1309076108046404,ztf
59849.17715281109,320.96664,32.7178316,,,20.27248191833496,0.16273412108421326,59849.17697919998,59849.17715281109,r,I41,ztf_exp_59849.17715,30.0,2095176972415015012,3453630845,320.9667213728392,32.71779373695927,0.6955283206474211,0.27009898460632353,-0.2929422210854682,0.13630694660662357,0.2816460428056589,ztf
